index	mean	var	var_tech	ct_mean	ct_var	ct_var_tech	mean_var
Tspan8	4.7815747	13.759319	14.634910591326777	17317.787	2845766400.0	3026860261.2773533	12.10
Armc8	4.575675	13.189884	13.474769630421545	5364.8735	122780824.0	125432740.35837285	9.8
Frat2	4.49575	13.380648	13.680431944050039	4564.834	76404040.0	78115820.4060371	7.10
Rgs12	4.368751	12.891246	12.894760558760527	4480.572	76962150.0	76983135.2447862	1.8
Bcam	4.52906	14.250376	13.02685821718253	7930.42	493935700.0	451527075.675485	8.14
Abhd14a	4.5667086	12.451754	12.590296110569607	4529.0615	76590264.0	77442433.62491782	9.2
Mgat1	4.7041874	13.40958	11.88552329393349	11173.814	1312926100.0	1163706338.1978207	12.8
Trib1	4.591104	12.5377445	12.684148581178272	4530.021	76566370.0	77460438.46416764	10.3
Nr4a1	5.2239833	15.213613	8.848321996266904	21742.213	8375142000.0	4871029278.183633	14.12
Rgp1	4.355296	12.912329	12.913319335016554	4477.63	76986580.0	76992482.29721174	0.11
Eral1	4.4119997	12.418529	12.268948916074221	4503.0933	78037304.0	77097354.32367814	3.1
Sumo3	4.9411063	11.340587	12.254523766050127	5501.847	126086070.0	136247339.92196864	13.0
Txlng	4.3763075	12.71722	12.717879802649065	4477.177	76990410.0	76994400.6087885	1.3
Rnf128	4.425004	12.793883	12.295652566214018	5276.1567	123571770.0	118759526.55514942	4.7
Itpk1	4.642381	12.350129	11.52327594429961	6098.1484	206938800.0	193084045.6292838	11.1
Spsb2	4.5835433	14.121198	11.705039378624264	12561.668	1868100000.0	1548465233.078051	10.12
Fos	5.783047	13.570707	17.72205529110231	24371.195	4753316400.0	6207379852.253771	14.7
Pi4ka	4.3707814	12.7189	12.307213993721192	4616.682	82612056.0	79938066.45912372	1.4
Dpt	4.6113076	12.840775	13.551117796207652	4624.4604	76070540.0	80278716.80675504	10.6
Tra2a	4.569637	13.025064	13.245664925277756	6394.6406	221303550.0	225051684.28771034	9.7
Il18	4.3897967	13.273556	12.201721916052641	6073.3784	207227730.0	190494179.3220499	2.13
Immt	4.7035885	13.342941	15.422158458431472	7318.0146	301544900.0	348534335.0762669	12.8
Stt3b	4.5659695	12.215894	12.265759565287828	4513.44	76893384.0	77207266.20258766	9.1
Atf6	4.514095	12.653764	12.328146448676383	5038.0723	104376300.0	101690404.90757215	8.4
Nat9	4.3762145	13.034571	12.500415056493992	5273.186	123601950.0	118536754.14930671	1.12
Atg16l2	4.3474274	12.823974	12.823261612770986	4474.77	77011080.0	77006804.00907125	0.4
Usp34	4.647762	14.2671385	11.637121583994938	12846.777	1998260900.0	1629899693.0356047	11.12
Rfc3	4.4763746	12.127187	11.856452959359595	4549.689	79629620.0	77851921.78337769	6.0
Plscr4	4.34539	12.883023	12.882641397996343	4475.447	77005224.0	77002941.49810712	0.7
Txndc5	4.861814	12.013458	10.08658884334232	8398.8125	640859840.0	538070685.1201006	13.1
Cenpa	4.3348155	12.890928	12.889938542863613	4474.111	77016750.0	77010838.89218427	0.9
Hat1	4.4491744	12.891491	12.71119254361738	4590.4087	79983720.0	78865080.0981918	5.7
Rheb	5.160729	13.964473	21.196626704125194	20213.62	2751514400.0	4176514494.1198754	14.8
Bckdk	4.629654	12.900617	11.500083280495016	7669.923	454797100.0	405422820.5768854	11.5
Psma2	5.0796094	14.6379795	21.193243263089133	17471.94	2127948300.0	3080898268.5019336	14.10
Peli1	4.633545	14.148543	15.216724788892977	6484.3345	218856110.0	235379228.83231777	11.12
Map2k3	4.72996	11.6041765	11.761826998870442	4535.263	76526650.0	77566313.55333088	12.0
Polg2	4.459434	12.620189	12.674133908950036	4504.328	76781670.0	77109876.46903932	5.4
Prrc2b	4.522278	12.889032	12.786239533305618	5157.5347	111039460.0	110153892.23797981	8.6
Esyt1	4.49263	13.253472	13.148291943687457	5093.6245	106392160.0	105547825.17065603	7.10
Nop14	4.467632	14.060688	10.104683331219345	11392.382	1700372000.0	1221968673.1510332	6.14
Lemd3	4.335944	12.866461	12.865390807489677	4473.8887	77018664.0	77012259.02134445	0.6
Tmem104	4.422716	13.091962	13.087721574492381	4541.0796	77715736.0	77690565.0620137	3.10
Agpat5	4.635195	14.108845	18.388720680268907	9759.712	628046660.0	818562733.5339022	11.12
Acly	4.684728	12.529677	13.440388948198148	5172.459	103694184.0	111231129.19262342	11.3
Cox19	4.432566	13.052285	13.120937273389925	4508.311	76746360.0	77150028.56000076	4.10
Pdp1	4.4491115	12.827161	12.866074407265181	4498.4688	76814940.0	77047976.3827959	5.6
Guf1	4.4318795	12.992949	13.025692278109462	4495.9707	76832856.0	77026483.76012574	4.9
Helz	4.4224124	13.34002	15.125720480847477	6272.258	186557470.0	211530127.92059526	3.13
Ddx23	4.355542	12.845995	12.846141608523428	4476.3916	76997170.0	76998047.05543841	0.5
Kdm5b	4.612291	12.009118	11.844343573109942	4881.24	93710730.0	92424943.40645137	10.1
Sec24a	4.370082	12.639874	12.639194665420035	4474.8174	77010660.0	77006514.24235809	1.2
Arrb2	4.4387355	13.547366	13.247382384713944	6821.183	283183520.0	276912894.73481965	4.13
Hdlbp	4.7754164	13.073561	18.936129778330674	7554.2324	266479890.0	385977305.84604913	12.6
Aldh3b1	4.443279	13.460193	15.34270396796314	6642.704	223171170.0	254383369.25183403	4.13
Abhd10	4.4520535	13.116914	13.218005183298166	4517.956	76671620.0	77262520.24693139	5.10
St13	4.6205835	12.136522	12.17529638821483	4551.807	77638890.0	77886930.85411713	10.1
B3gat3	4.3816776	12.91125	12.491595434713728	4789.7935	90764190.0	87814081.23715027	1.9
Usp19	4.344217	12.8220825	12.821168991417393	4474.2944	77015170.0	77009680.94116582	0.4
Hmgxb3	4.3497634	12.963409	12.560182518642723	4590.0234	81382290.0	78850891.5861192	0.13
Ripk1	4.63675	12.398053	12.602333613507433	4542.934	76468940.0	77728908.74115168	11.2
2510039O18Rik	4.6024537	13.987744	11.273119121626477	9348.792	905835650.0	730038591.1133506	10.12
Stt3a	4.6355867	12.385326	12.96532362833955	5064.999	98901020.0	103532498.33089586	11.1
Chd8	4.495567	12.702864	12.534993425196278	4580.8257	79583384.0	78531677.52449052	7.4
Pdcd6	4.762326	12.908589	9.06940473217615	12578.425	2210752000.0	1553245214.2126017	12.5
1110059E24Rik	4.5305724	13.051009	13.322753473495336	4559.6514	76427704.0	78019059.29551281	8.7
Gtpbp8	4.4462466	14.00889	15.760673157970768	9307.029	641114700.0	721284765.9395797	5.14
Pmpcb	4.5843854	13.864066	9.456639127912824	12900.785	2412202500.0	1645356297.6518042	10.11
Rai1	4.3509383	12.926073	12.85193971038403	4489.64	77433380.0	76989281.60161647	0.12
Ptp4a2	5.5778756	14.012519	19.144265412866257	39401.496	12791303000.0	17475808944.39051	14.8
Daxx	4.3698535	12.88919	12.892257581034418	4480.0654	76966040.0	76984359.3131902	1.8
Appl1	4.4957824	11.878622	11.880412670882775	4478.8374	76976390.0	76987995.63090438	7.0
Nt5c	4.6935506	13.050757	15.340596877866314	6159.9526	169766880.0	199553572.8576429	11.6
Zbp1	4.506745	13.84406	14.499021033521096	6856.8394	268878940.0	281599579.91033554	7.13
Ccdc47	4.6496677	13.495248	12.192782061842028	6864.9697	312874940.0	282678469.47180563	11.9
Utp18	4.4442444	13.2997265	11.558728843922353	6846.9814	322515420.0	280296616.465387	5.12
Morc3	4.543744	13.314638	13.190586148844085	5597.2764	145667920.0	144310737.40002546	8.9
Tor3a	4.676862	13.581746	15.347828444105748	8012.6143	412827550.0	466508974.4574628	11.9
Uqcrq	5.052794	13.164699	17.78710807488015	14650.072	1600190700.0	2162052177.5863194	14.5
Ap3s2	4.4055896	12.326518	12.24076994488445	4488.255	77524150.0	76984863.46909367	3.0
Eri3	4.4343667	12.791828	12.639187423147632	4956.225	97733990.0	96567764.0038958	4.7
Angptl2	4.4230328	13.122926	13.175535201767707	4502.4985	76783180.0	77091005.6434013	3.11
Gltp	4.8335047	12.874685	13.59503684541282	5746.2964	149606160.0	157976774.73944098	13.4
Arhgef40	4.489306	13.078905	13.191450776667201	4520.5806	76640240.0	77299739.18380918	7.8
Amdhd2	4.5452332	13.783288	14.23304551951836	5381.1655	122673580.0	126676501.6343932	9.13
Itgal	4.5009246	14.119493	18.792643230511278	7640.8784	300884960.0	400469329.50055313	7.14
Api5	4.4147444	12.544606	12.546386066107498	4478.632	76977770.0	76988689.78108355	3.3
Lrpap1	4.8789625	11.754661	11.405691289875188	6165.0425	206211550.0	200089596.90768248	13.0
Wdr4	4.414723	12.413688	12.158173629633959	4531.245	79112310.0	77483923.25621036	3.1
Scamp5	4.388276	13.116824	12.333459595520443	5666.5376	160084340.0	150523759.9696613	2.12
Csk	4.50744	13.1273985	11.220861023688094	7999.974	543068900.0	464197150.0745403	7.8
Rps14	6.3879886	13.83079	18.38558679538323	65353.984	38563586000.0	51263462222.55011	14.7
1110008P14Rik	4.493098	12.198019	12.209557014301742	4486.799	76908760.0	76981507.24196237	7.1
Atg5	4.4856744	14.025058	14.390475869034358	9291.413	699786800.0	718019521.7722442	6.14
Prpf18	4.398766	12.725767	12.72969397075476	4480.863	76958760.0	76982507.43773526	2.4
Trim41	4.405009	13.295468	12.660967044876912	6474.711	245990930.0	234251472.4080352	3.12
Mettl3	4.4991975	13.557022	14.612933003595844	7006.922	280330020.0	302163979.2339347	7.11
Xrcc5	4.4026365	12.363982	12.36300280810073	4474.0234	77017490.0	77011387.18631607	2.0
Wdr18	4.669349	13.073103	12.442734276426618	6131.7734	206556850.0	196596935.11660555	11.6
Sh3bgrl3	5.7934346	14.978388	26.7057134300471	41338.85	10864327000.0	19370548922.04568	14.12
Arpc4	5.224356	14.0350485	14.26268025787241	21894.602	4864600000.0	4943498084.127584	14.8
Efr3a	4.500864	12.757462	12.845091176463304	4514.3286	76690650.0	77217427.79682922	7.5
Prkag1	4.490295	12.946825	12.984254264972888	4562.768	77850780.0	78075850.4142186	7.6
Irf9	4.7303905	14.1790285	11.532828689713936	9741.124	1001307300.0	814435620.224745	12.12
Pigc	4.4821076	13.898066	9.7679751967982	12064.724	2002593800.0	1407482674.1313999	6.14
Zfp36l1	5.0593553	12.96175	20.544127525124225	8429.196	343140580.0	543871293.2891736	14.4
Tes	4.419772	13.482581	11.38546705977907	7701.2637	486486720.0	410817370.10415316	3.13
Mtmr14	4.434605	13.037871	13.016799768208408	4508.6494	77278570.0	77153671.65348299	4.9
Pde3b	4.5877843	13.878009	12.928935007302096	6527.5063	258141330.0	240487845.93633863	10.12
Gatm	4.641042	13.586016	10.028231563834408	11653.387	1751717600.0	1292993504.0833645	11.9
Dock9	4.4581933	11.966012	11.96524157224129	4474.4785	77013500.0	77008545.50412175	5.0
Necap2	4.885949	13.602249	17.58344681117947	7761.14	325876380.0	421256073.4469312	13.8
Dpp8	4.44404	13.562503	12.168440421441622	6504.314	264972380.0	237736404.63498923	4.13
Bcl11a	4.3684735	12.818305	12.819454835816336	4477.8364	76984744.0	76991649.64139856	1.5
Sod2	4.791624	12.55878	13.45782075438026	4673.728	76932620.0	82439973.25604475	12.4
Inpp1	4.3851686	12.517571	12.516575747774166	4474.0103	77017610.0	77011481.68799487	1.0
Grsf1	4.6371646	11.864866	11.969335240447016	4521.5776	76640020.0	77314823.82434288	11.0
Nr2f6	4.6219983	12.365411	11.60717966946321	6098.2427	205707570.0	193093843.6940088	10.3
Emb	4.864823	15.929267	8.634780406181616	43670.55	40189403000.0	21785476523.683594	13.14
Kdelr1	4.723704	12.096899	12.363903054485187	5417.2764	126677384.0	129473420.48171975	12.1
Med22	4.505893	12.8559885	13.010114986067457	4531.9224	76579190.0	77497276.32894233	7.5
Zfp598	4.361145	12.946679	12.579236357575583	4714.038	86711280.0	84250306.6828368	0.13
Gxylt1	4.4697733	12.223175	12.22853832908325	4482.3525	76946376.0	76980138.50257856	6.1
Crim1	4.4951835	12.869	12.182311631374123	5689.653	161260700.0	152655846.11364472	7.6
Mrpl43	4.5452595	13.410869	14.668185985834317	6648.79	233260980.0	255130034.44066703	9.10
Atp2a3	4.7213926	13.44838	13.963249406540104	17696.53	3044585500.0	3161146903.8243628	12.9
Unk	4.397875	12.864852	12.717735157863979	4515.6675	78126590.0	77233170.62494369	2.6
Psme1	5.2405562	14.930639	23.372189315525702	20246.695	2677251600.0	4190927779.2930636	14.11
Ppa2	4.5809584	13.0316925	14.091685272364321	6994.82	277854180.0	300454725.9181461	10.8
Nqo2	4.4529634	12.216189	12.218663232910947	4479.609	76970020.0	76985602.86991695	5.1
Psmd10	4.4131675	13.149581	12.689794907466782	5281.95	123513304.0	119194558.47354482	3.11
Cnnm3	4.352129	12.787339	12.786648316759925	4474.813	77010700.0	77006543.14892487	0.3
Zeb1	4.3765116	12.9090605	12.913946724578944	4481.7476	76951800.0	76980927.25166436	1.9
Rdx	4.711023	11.359659	10.824867167939374	5631.446	154619220.0	147340025.44332847	12.0
Mecp2	4.46469	12.623612	12.532712666301109	4520.4277	77858100.0	77297457.70823692	5.4
Tmem167	4.57744	12.512895	12.594042075221427	4541.096	77190344.0	77690931.54293135	9.3
Tspan32	4.47306	13.870559	12.23775906643338	7177.071	370645280.0	327014053.37713736	6.14
Ak1	4.3800993	12.924118	12.930536476450328	4483.0073	76941320.0	76979530.94932267	1.9
Cpm	4.4417114	12.821783	12.501533554906812	4778.7427	89516700.0	87280846.4343796	4.7
Lrp5	4.3438997	12.911948	12.813722142052349	4491.9106	77589576.0	76999322.81888613	0.11
Arid5b	4.591207	12.299352	12.389379774047146	4516.2427	76678990.0	77240262.4425822	10.2
Baz1a	4.6459045	12.806879	13.333386112295814	5488.2173	129797704.0	135133852.52038932	11.4
Hip1	4.4724092	12.799712	12.388583315264649	5599.3003	149283180.0	144488183.5143188	6.6
Appl2	4.404585	12.592991	12.595106090753575	4479.0713	76974296.0	76987225.19421129	2.2
Cgnl1	4.382645	12.870349	12.50092068246812	4603.619	81728824.0	79382894.10984193	1.7
Gbp2	4.6480703	13.863868	11.886006709563734	8194.755	583120060.0	499930402.77909565	11.10
Slc22a17	4.3374195	12.880421	12.879505915101497	4474.3	77015120.0	77009650.37280849	0.7
Pick1	4.5471964	12.490482	12.54355898889925	4503.128	76771490.0	77097718.32075639	9.3
Ehd2	4.4844866	12.773249	12.850539603064608	4511.4155	76720030.0	77184264.93082233	6.6
Ddrgk1	4.8996463	14.762799	17.41941168406727	25010.656	5560432000.0	6561049476.687113	13.13
Sri	5.135158	13.241445	12.378500538013478	14924.429	2404901600.0	2248174355.0259714	14.6
Klhdc4	4.4161906	12.638714	12.644647720792493	4482.694	76943660.0	76979789.09880692	3.4
Tmem39a	4.3847504	12.649813	12.650586832650822	4477.3486	76988940.0	76993655.51491788	1.2
Pigr	4.7243376	11.04983	11.101971121827804	4506.122	76765090.0	77127318.38033395	12.0
Lrrc41	4.4814525	12.407684	12.431185758352404	4492.9634	76859860.0	77005436.48429546	6.2
Sil1	4.670596	11.146667	10.899952103489225	4632.825	82471060.0	80645685.25157923	11.0
Ccdc28b	4.3435335	12.857587	12.856880280398657	4474.7876	77010920.0	77006687.91537026	0.5
Cenpb	4.466233	12.596564	12.315687194563507	4629.7515	82347280.0	80511107.4909643	6.4
Dnajc8	4.7620077	14.6132765	22.37017914303198	11714.04	855557100.0	1309697114.5080104	12.13
Bccip	4.81479	12.674742	13.645686023025947	5964.3105	166452430.0	179203463.9078914	13.4
Klhl18	4.3418913	12.816844	12.815778139831401	4473.896	77018616.0	77012211.14430892	0.4
Rnf13	4.7257633	13.960834	17.795751901931915	8901.503	500084400.0	637453212.6326761	12.12
Trp53inp1	4.364749	12.6697645	12.483147306739022	4510.83	78331464.0	77177693.58841556	0.0
Atp5l	4.7648573	13.37777	20.3948620849797	8939.103	423169020.0	645135445.5675006	12.8
Ptpn11	4.579359	12.488569	12.516404284600416	4589.427	78653730.0	78829034.5892748	10.3
Ralgapb	4.3862195	13.016006	13.037287283384826	4491.796	76873016.0	76998701.2731788	1.12
Lmnb2	4.3531346	12.8718815	12.872179562555969	4476.6494	76995020.0	76996806.99417457	0.6
Cog8	4.5122304	12.580231	11.25063094435336	6432.8013	256506700.0	229396608.64084327	7.3
Hes6	4.760068	12.077147	11.801211714380129	6050.12	192462020.0	188064704.86401796	12.1
Cfdp1	4.5521045	12.35192	11.717215939382806	5626.15	154821150.0	146865657.41912955	9.2
Rbm7	4.644142	12.807644	12.919218567401963	5312.1772	120420904.0	121469959.04754706	11.4
Tgfb1	4.3386855	12.896537	12.895798775012013	4474.7217	77011490.0	77007080.73242815	0.10
Prickle3	4.3472757	12.89023	12.890119140425595	4475.9595	77000870.0	77000208.70275258	0.9
R3hdm2	4.4067483	12.832737	12.487670833815711	4638.5366	83129810.0	80894487.37946574	3.7
Emilin2	4.5777597	13.1252	10.250313624838762	10082.719	1143175200.0	892779062.9966166	10.8
Nrp2	4.4940853	12.78685	12.868473830358637	4512.533	76707270.0	77196926.8596169	7.5
Maf	4.646487	12.596243	12.712106874945738	5219.8496	113564960.0	114609564.11332013	11.3
Smcr8	4.3793654	12.852985	12.858230279680408	4482.1763	76948940.0	76980344.43497568	1.6
Il1r1	4.4311657	12.428877	12.430411347104071	4478.412	76979970.0	76989471.95387165	4.2
Gdi1	4.6850834	12.899496	12.754193797057644	5573.49	143868690.0	142248124.80388334	11.5
Cdc27	4.576373	12.8323	12.996906812996796	5271.6826	116924360.0	118424209.92680717	9.6
Snx14	4.558526	13.2051525	15.860797906828196	7312.3545	289448060.0	347658025.425681	9.9
Prkaca	4.551512	12.27103	12.311363707207008	4499.2866	76803810.0	77056252.1286783	9.1
Fasn	4.4565554	12.120376	12.120685030846785	4476.638	76994890.0	76996853.45344982	5.0
Ube3c	4.376838	12.626056	12.625559827177876	4475.205	77007304.0	77004279.5262295	1.2
Matn2	4.37157	12.722853	12.72310681407529	4476.583	76995580.0	76997121.79424347	1.4
Chpf	4.521304	13.097846	13.303218999047624	4541.1943	76493560.0	77692971.67439792	8.7
Cmas	4.590358	13.333066	11.67309237721335	7178.4014	373744800.0	327213379.1490188	10.9
Lman2l	4.5422907	13.893966	11.891859558583212	7830.7007	506571840.0	433575359.1540446	8.13
Sf3a3	4.6138287	12.772998	9.173315842760816	11440.774	1719655600.0	1235022795.5037186	10.5
Socs2	4.5272737	12.029048	12.063649931971327	4498.2363	76824730.0	77045716.94536482	8.1
Slc39a13	4.4625683	13.279238	13.446794240304323	4533.2583	76558340.0	77524343.72897208	5.11
Lztr1	4.464155	12.72923	12.134179733543826	5482.542	141276850.0	134672613.79071394	5.5
Zfp800	4.482737	12.606953	12.41169413168319	4689.768	84462600.0	83154429.4991405	6.4
Trrap	4.525395	14.1756935	8.639610710668617	19612.83	6430723000.0	3919310465.0089045	8.14
Cmtm4	4.4884644	12.737909	11.017425731335523	6872.1255	327922500.0	283630669.31931597	7.4
Akr1e1	4.4153757	13.246617	11.457710087833979	6872.1733	327921860.0	283637208.46936256	3.12
Cdc42se2	4.771859	13.680255	15.270587865468968	12256.702	1309476500.0	1461703435.9984522	12.10
Nedd9	4.590935	13.693919	15.644840305091616	10246.667	815446460.0	931620052.465697	10.11
Mapkapk5	4.399559	13.381465	13.396918954267301	6153.002	198593580.0	198822935.90410915	2.13
Mblac2	4.46059	13.093968	13.185012978701687	4515.0254	76692230.0	77225486.12140493	5.9
Rnmt	4.4384336	13.309086	12.97945525793649	5347.0317	127234470.0	124083213.20536448	4.12
Anapc5	4.710362	12.876772	13.58010609072896	4657.644	77497360.0	81730295.18015413	12.5
Sh3d19	4.3810945	12.910474	12.916328893098113	4482.5337	76945050.0	76979943.59049366	1.9
Mtif3	4.5563645	12.770377	12.956622998739887	4553.088	76788170.0	77908062.63145374	9.5
Cybb	4.628268	14.014171	8.953394463753936	14861.985	3487961600.0	2228394163.778253	11.11
Senp1	4.3642364	13.055746	12.600619807039438	4838.352	93471490.0	90213050.71386327	0.14
Lyn	4.920967	14.066451	22.162899658198715	16544.96	1755681900.0	2766227389.096841	13.10
Aldh2	5.3384113	15.3293915	12.599063208792282	59547.926	51262770000.0	42132324395.96173	14.12
Pnkd	4.4288898	12.610513	12.61766569913456	4483.5938	76935576.0	76979215.58436526	4.4
Mfap3	4.6328645	13.657049	14.732400757743946	5044.0605	94642460.0	102094580.6129529	11.10
Egfr	4.54703	13.200517	13.610049921263638	4584.2583	76279784.0	78646290.27473183	9.9
Anapc1	4.3364587	12.8620825	12.861011516924918	4473.8896	77018670.0	77012259.02134445	0.6
Rbm15	4.5024233	13.123126	13.047805559157526	5354.4297	125360590.0	124641082.12186654	7.8
Ppm1d	4.436643	12.118465	12.11753859287727	4474.1035	77016776.0	77010885.69042417	4.0
Poglut1	4.4096966	13.226496	12.967632364559412	4967.644	99176400.0	97235361.4630537	3.12
Atp5a1	6.013982	12.724822	19.452529926746553	28984.0	5899844600.0	9019136251.97053	14.3
Fas	4.4923654	13.186988	13.106194121006704	4908.664	94473980.0	93895162.81110734	7.9
Zdhhc8	4.3854694	12.902553	12.909216632899488	4483.1646	76939690.0	76979426.51284334	1.8
Basp1	4.4877305	12.681613	12.716670472772792	4512.071	76978890.0	77191691.19040939	6.5
Krt15	4.426371	13.208825	13.376010237886193	4535.15	76594424.0	77563885.58022533	4.12
Dffa	4.4051237	13.118269	13.075535307138935	4534.1064	77795360.0	77541936.28714918	3.11
Ttyh2	4.433057	12.624384	12.644839325088746	4491.702	76873650.0	76998207.03815287	4.4
Map3k1	4.5884013	12.887347	14.506202739434668	6007.628	163153890.0	183648607.92526934	10.6
Sept7	4.8835454	12.763088	11.776565553385826	7108.7744	343411330.0	316867355.6316764	13.4
Isg20l2	4.471133	12.902778	12.41998554578865	5399.55	133072610.0	128093338.49957305	6.7
Dock10	4.4988556	13.127894	13.228835532185876	4585.6978	78095540.0	78696017.04138474	7.8
Sec23a	4.4518657	12.426044	12.4362800450451	4486.028	76916940.0	76980302.02256013	5.2
Safb2	4.533922	13.376597	13.648118296179343	4619.372	78462760.0	80055413.04293737	8.10
Rps15a	4.964212	13.700163	20.893461793100226	13707.837	1231875800.0	1878674801.759407	13.8
Slc12a4	4.4512606	13.141037	13.200917288625307	4504.627	76762950.0	77112740.88655902	5.10
Eps15	4.5124035	13.006455	13.109184134097138	4517.892	76656200.0	77261652.63774234	7.7
Cisd1	4.7685466	14.367321	6.675301152537718	91649.49	223239540000.0	103720877032.7434	12.13
Mtmr12	4.526289	12.952613	12.896844397714098	5327.197	123127336.0	122597201.70669398	8.6
Ccdc82	4.4074483	12.699212	12.630415037366063	4496.7373	77451990.0	77032401.59380014	3.5
Rad17	4.431009	13.097392	13.163744636407781	4507.261	76750130.0	77138950.98059839	4.10
Galk2	4.4952574	12.50036	12.535896709935546	4497.615	76821500.0	77039899.25511856	7.2
Usp46	4.3821797	12.505194	12.504181501498051	4473.9644	77018020.0	77011781.92497481	1.0
Lonp1	4.4591503	13.880478	9.805703985232409	12324.281	2096261200.0	1480879650.8218596	5.14
Pip5k1c	4.440565	12.502088	12.170552718767611	4742.204	87878840.0	85548437.18070394	4.2
Spon1	4.3720202	12.896214	12.898761201124344	4479.427	76970930.0	76986133.74199514	1.8
Dbt	4.36406	12.986413	12.44677398618564	4985.7417	102583250.0	98320490.99522685	0.14
Tnks	4.3881936	13.327024	12.501988058693264	5775.352	171355180.0	160747094.79366323	2.13
Fam171a1	4.3333335	12.888889	12.887820122400626	4473.8857	77018680.0	77012290.96003479	0.8
Zfp36l2	4.7117147	14.201499	20.803115295883963	10665.3545	705527740.0	1033494775.3106251	12.13
Slc20a1	4.4234376	12.598861	12.60758982054291	4484.9517	76926030.0	76979329.9522594	4.3
Mrpl54	4.5317144	12.537229	11.698768016947277	5954.6396	190995100.0	178221797.5086347	8.3
Ankrd49	4.4087477	13.003307	12.674722741221435	4659.6855	83941150.0	81820017.02743559	3.9
Tagap	4.4902925	12.117201	11.692937499938097	4803.274	91680380.0	88470349.97813784	7.0
Nupr1	4.6237264	11.936182	12.013929865128086	4512.7993	76700376.0	77199973.67560591	10.0
Tmco3	4.409001	12.898724	12.914328485249154	4488.74	76893256.0	76986281.50367358	3.8
Ube2a	4.6474485	13.730678	16.530710649705863	8146.8203	407945600.0	491136043.5791197	11.10
Pin1	4.819229	13.657648	14.285976202841418	9397.152	707660000.0	740216347.1184689	13.8
Cbr3	4.4700575	13.286603	13.4573632171534	4534.184	76559600.0	77543548.71451479	6.11
Yipf4	4.763693	13.474834	13.188892600963019	6921.4736	296577950.0	290284439.0064908	12.9
Cox4i1	6.017415	12.483719	13.821590509140913	35920.56	12939144000.0	14325823449.987226	14.2
Micall1	4.3689547	12.942857	12.94576737717436	4479.7915	76967784.0	76985092.50875114	1.10
Tbca	4.463218	12.8728	12.828548988514763	4509.9517	77434090.0	77167904.50112796	5.7
Eif2b4	4.54479	13.384856	8.747249212492418	13800.126	2916176600.0	1905774958.7086136	8.10
Sec63	4.518666	11.827831	11.832980783481547	4482.372	76946616.0	76980116.45815337	8.0
Tmppe	4.334564	12.8962345	12.81562231710138	4486.603	77465384.0	76981160.89965017	0.10
Bin1	5.0121417	13.790858	13.763029629521181	20285.248	4216274400.0	4207766391.5488605	13.9
Nudt9	4.771749	13.082297	15.813264813663634	6662.789	212493140.0	256851694.0979517	12.7
Gmpr2	4.5795736	14.88756	12.490036477121425	15939.348	3063735300.0	2570345031.966429	10.14
D10Wsu102e	4.4737267	13.669372	11.417052248225092	7942.4116	543210240.0	453704813.2936061	6.13
Frmd6	4.427207	12.946701	12.978541633985198	4495.796	76836190.0	77025159.77102324	4.8
Snap47	4.66845	14.49458	18.08968571274164	10277.0	752277060.0	938865097.1275748	11.13
Gnb1	6.0988374	13.799523	30.18166530994744	28198.582	3885960400.0	8499189040.383101	14.7
Fut8	4.4144726	12.703725	12.711348449250407	4483.968	76932960.0	76979127.97082579	3.5
Fam136a	4.4692283	12.633196	12.594616217987848	4506.6143	77368570.0	77132297.38355744	6.4
Dlgap4	4.6305895	13.224323	13.39252955079294	4977.881	96614950.0	97843842.2160385	11.7
Cd44	4.8228936	13.060354	12.32554986248839	6920.967	307517120.0	290215527.7391492	13.6
Unc50	4.7594175	13.244921	14.733000967845785	10332.541	856009400.0	952182930.5796478	12.8
Ube2i	4.883302	13.003682	15.022918054846993	8236.872	439443840.0	507681495.8033173	13.5
Acss1	4.4278517	13.098756	12.946344381911882	4750.584	86952660.0	85940912.52256235	4.10
Ahi1	4.377695	12.608489	12.60806974292863	4475.361	77005976.0	77003415.17647664	1.1
Mitd1	4.365976	12.994445	12.614029393333597	4634.728	83163250.0	80728624.19748889	1.12
Csnk2a2	4.3858795	12.578251	12.57784620576121	4475.38	77005784.0	77003306.49791418	1.0
Gripap1	4.5074096	12.8571005	12.453122633106176	5381.313	130797570.0	126687829.50665878	7.6
Tmem181a	4.399062	13.308324	12.225795499513262	6099.521	210336780.0	193227526.93942502	2.13
Igfbp7	4.8077455	14.625965	25.538933798551195	5885.0015	98107520.0	171309136.73973855	13.12
Nprl3	4.378951	13.14892	12.419875753859499	5566.931	150003410.0	141686441.29153386	1.13
Nfkb1	4.648387	12.6698065	12.264599827804407	6181.1436	208455340.0	201788510.35182002	11.3
Blzf1	4.4657197	13.121652	13.03367418366689	4718.596	85028376.0	84458281.53002779	6.9
Srprb	4.511065	13.219552	10.322579363107447	9417.881	953560800.0	744594622.8746973	7.9
Dexi	4.415492	12.700926	12.364341953351083	4585.12	80817630.0	78675905.3250878	3.5
Vps37a	4.4599133	12.29239	12.297314308611293	4481.8843	76949900.0	76980730.80473602	5.1
Snrpd2	4.588849	12.935374	14.306605056880175	6006.635	165953840.0	183545987.8346105	10.7
Map4k1	4.570132	13.357508	15.782743807014128	6758.915	227570080.0	268888504.4963997	9.10
